source_file,card_id,card_name,status,output_path,source_cdb
c77672444.lua,77672444,Motor Frenzy,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Motor_Frenzy.lua,cards.cdb
c77675029.lua,77675029,Exosister Karmael,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Exosister_Karmael.lua,cards.cdb
c77679716.lua,77679716,Superheavy Samurai Soulbreaker Armor,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Superheavy_Samurai_Soulbreaker_Armor.lua,cards.cdb
c77683371.lua,77683371,Dimension Conjurer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dimension_Conjurer.lua,cards.cdb
c77693536.lua,77693536,Fullmetalfoes Alkahest,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fullmetalfoes_Alkahest.lua,test-update.cdb
c77700347.lua,77700347,Necro Defender,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Necro_Defender.lua,cards.cdb
c77710579.lua,77710579,Meklord Nucleus Infinity Core,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Meklord_Nucleus_Infinity_Core.lua,cards.cdb
c77714963.lua,77714963,"Yasha, the Skeletal Mayakashi",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Yasha,_the_Skeletal_Mayakashi.lua",cards.cdb
c77723643.lua,77723643,Shaddoll Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Shaddoll_Dragon.lua,cards.cdb
c77751766.lua,77751766,Summer Schoolwork Successful!,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Summer_Schoolwork_Successful!.lua,cards.cdb
c77754169.lua,77754169,"Super Armored Robot Armed Black Iron ""C""",written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Super_Armored_Robot_Armed_Black_Iron_C.lua,cards.cdb
c77754944.lua,77754944,Widespread Ruin,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Widespread_Ruin.lua,cards.cdb
c77765207.lua,77765207,Emblema Oath,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Emblema_Oath.lua,cards.cdb
c77778835.lua,77778835,Hysteric Party,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hysteric_Party.lua,cards.cdb
c77783947.lua,77783947,Yang Zing Unleashed,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Yang_Zing_Unleashed.lua,cards.cdb
c7778726.lua,7778726,Hip Hoshiningen,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hip_Hoshiningen.lua,cards.cdb
c77797992.lua,77797992,"Alpacaribou, Mystical Beast of the Forest",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Alpacaribou,_Mystical_Beast_of_the_Forest.lua",cards.cdb
c77799846.lua,77799846,Googly-Eyes Drum Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Googly-Eyes_Drum_Dragon.lua,cards.cdb
c7782069.lua,7782069,Gouki The Tyrant Ogre,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gouki_The_Tyrant_Ogre.lua,cards.cdb
c77826734.lua,77826734,Pendulum Reborn,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Pendulum_Reborn.lua,cards.cdb
c77832858.lua,77832858,Thestalos the Shadowfire Monarch,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Thestalos_the_Shadowfire_Monarch.lua,cards.cdb
c77840540.lua,77840540,Cocoon of Ultra Evolution,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cocoon_of_Ultra_Evolution.lua,cards.cdb
c77841719.lua,77841719,Evilswarm Coppelia,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Evilswarm_Coppelia.lua,cards.cdb
c77847678.lua,77847678,Shien's Scheme,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Shien's_Scheme.lua,cards.cdb
c77848740.lua,77848740,Madolche Petingcessoeur,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Madolche_Petingcessoeur.lua,cards.cdb
c77855162.lua,77855162,Tilting Entrainment,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tilting_Entrainment.lua,cards.cdb
c77859858.lua,77859858,Destructive Draw,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Destructive_Draw.lua,cards.cdb
c77864539.lua,77864539,Meklord Factory,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Meklord_Factory.lua,cards.cdb
c77876207.lua,77876207,Secret Pass to the Treasures,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Secret_Pass_to_the_Treasures.lua,cards.cdb
c77891946.lua,77891946,Exosister Vadis,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Exosister_Vadis.lua,cards.cdb
c77894049.lua,77894049,Vanquish Soul Rocks,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vanquish_Soul_Rocks.lua,cards.cdb
c77895328.lua,77895328,"Genta, Gateman of Dark World",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Genta,_Gateman_of_Dark_World.lua",cards.cdb
c77901552.lua,77901552,Hieratic Dragon of Tefnuit,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hieratic_Dragon_of_Tefnuit.lua,cards.cdb
c77910045.lua,77910045,Fatal Abacus,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fatal_Abacus.lua,cards.cdb
c77913594.lua,77913594,Exosister Pax,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Exosister_Pax.lua,cards.cdb
c77936940.lua,77936940,Gernia,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gernia.lua,cards.cdb
c77946022.lua,77946022,Tenyinfinity,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tenyinfinity.lua,cards.cdb
c77967790.lua,77967790,Dinowrestler King T Wrextle,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dinowrestler_King_T_Wrextle.lua,cards.cdb
c77972406.lua,77972406,Ambush Fangs,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ambush_Fangs.lua,cards.cdb
c77994337.lua,77994337,Hallohallo,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hallohallo.lua,cards.cdb
c7799906.lua,7799906,Performapal Smile Sorcerer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Smile_Sorcerer.lua,cards.cdb
c78004197.lua,78004197,"Goldd, Wu-Lord of Dark World",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Goldd,_Wu-Lord_of_Dark_World.lua",cards.cdb
c78009994.lua,78009994,Dragonic Guard,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dragonic_Guard.lua,cards.cdb
c78010363.lua,78010363,Witch of the Black Forest,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Witch_of_the_Black_Forest.lua,cards.cdb
c7802006.lua,7802006,Magical Plant Mandragola,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Magical_Plant_Mandragola.lua,cards.cdb
c78021082.lua,78021082,Weaver of Fairy Tails,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Weaver_of_Fairy_Tails.lua,cards.cdb
c78033100.lua,78033100,Hieratic Dragon of Gebeb,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hieratic_Dragon_of_Gebeb.lua,cards.cdb
c7805147.lua,7805147,Soldier Dragons,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Soldier_Dragons.lua,cards.cdb
c78053598.lua,78053598,Dark Designator,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dark_Designator.lua,cards.cdb
c78058681.lua,78058681,Kewl Tune Synchro,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Kewl_Tune_Synchro.lua,cards.cdb
c78063197.lua,78063197,Relinquished Fusion,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Relinquished_Fusion.lua,test-update.cdb
c78077209.lua,78077209,Diabolica the Draconique General,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Diabolica_the_Draconique_General.lua,cards.cdb
c78080961.lua,78080961,SPYRAL Quik-Fix,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\SPYRAL_Quik-Fix.lua,cards.cdb
c78082039.lua,78082039,Closed Forest,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Closed_Forest.lua,cards.cdb
c78084378.lua,78084378,Diplexer Chimera,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Diplexer_Chimera.lua,cards.cdb
c78098950.lua,78098950,Tsumuha-Kutsunagi the Lord of Swords,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tsumuha-Kutsunagi_the_Lord_of_Swords.lua,cards.cdb
c78114463.lua,78114463,Solemn Accusation,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Solemn_Accusation.lua,cards.cdb
c7811875.lua,7811875,Gravity Collapse,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gravity_Collapse.lua,cards.cdb
c78121572.lua,78121572,Alchemist of Black Spells,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Alchemist_of_Black_Spells.lua,cards.cdb
c78135071.lua,78135071,Exosister Kaspitell,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Exosister_Kaspitell.lua,cards.cdb
c78144171.lua,78144171,"Dark Armed, the Dragon of Annihilation",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dark_Armed,_the_Dragon_of_Annihilation.lua",cards.cdb
c78156759.lua,78156759,Wind-Up Zenmaines,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wind-Up_Zenmaines.lua,cards.cdb
c78161361.lua,78161361,Bravedrive,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Bravedrive.lua,cards.cdb
c78161960.lua,78161960,Reject Reborn,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Reject_Reborn.lua,cards.cdb
c7817703.lua,7817703,Morphtronic Engine,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Morphtronic_Engine.lua,cards.cdb
c78184733.lua,78184733,Command Performance,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Command_Performance.lua,cards.cdb
c78193831.lua,78193831,Buster Blader,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Buster_Blader.lua,cards.cdb
c78199891.lua,78199891,Mikanko Rivalry,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mikanko_Rivalry.lua,cards.cdb
c78202553.lua,78202553,Subterror Behemoth Stalagmo,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Subterror_Behemoth_Stalagmo.lua,cards.cdb
c78211862.lua,78211862,Rising Energy,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Rising_Energy.lua,cards.cdb
c78217065.lua,78217065,Evolution End Burst,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Evolution_End_Burst.lua,cards.cdb
c78225596.lua,78225596,Appliancer Celtopus,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Appliancer_Celtopus.lua,cards.cdb
c78229193.lua,78229193,White Aura Dolphin,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\White_Aura_Dolphin.lua,cards.cdb
c78231355.lua,78231355,Dragonmaid Hospitality,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dragonmaid_Hospitality.lua,cards.cdb
c78243409.lua,78243409,The Thing in the Crater,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Thing_in_the_Crater.lua,cards.cdb
c78266168.lua,78266168,Giant Axe Mummy,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Giant_Axe_Mummy.lua,cards.cdb
c78274190.lua,78274190,Superheavy Samurai General Coral,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Superheavy_Samurai_General_Coral.lua,cards.cdb
c78275321.lua,78275321,Fire Ant Ascator,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fire_Ant_Ascator.lua,cards.cdb
c78293584.lua,78293584,Filia Diabell,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Filia_Diabell.lua,cards.cdb
c78310590.lua,78310590,Abyss Actor - Mellow Madonna,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Abyss_Actor_-_Mellow_Madonna.lua,cards.cdb
c78316184.lua,78316184,Cyber Angel Vrash,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cyber_Angel_Vrash.lua,cards.cdb
c78348934.lua,78348934,Karma of the Destruction Swordsman,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Karma_of_the_Destruction_Swordsman.lua,cards.cdb
c78349103.lua,78349103,Machina Peacekeeper,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Machina_Peacekeeper.lua,cards.cdb
c78355370.lua,78355370,Kuribohrn,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Kuribohrn.lua,cards.cdb
c78358521.lua,78358521,Constellar Sombre,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Constellar_Sombre.lua,cards.cdb
c78360952.lua,78360952,Sunlit Sentinel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sunlit_Sentinel.lua,cards.cdb
c78362751.lua,78362751,Gunkan Suship Shirauo,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gunkan_Suship_Shirauo.lua,cards.cdb
c78364470.lua,78364470,Constellar Pollux,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Constellar_Pollux.lua,cards.cdb
c78371393.lua,78371393,Yubel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Yubel.lua,cards.cdb
c78387742.lua,78387742,Fake Hero,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fake_Hero.lua,cards.cdb
c78391364.lua,78391364,Superheavy Samurai Scales,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Superheavy_Samurai_Scales.lua,cards.cdb
c78394032.lua,78394032,Motor Shell,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Motor_Shell.lua,cards.cdb
c78397661.lua,78397661,Ecclesia and the Dark Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ecclesia_and_the_Dark_Dragon.lua,cards.cdb
c7841112.lua,7841112,Majestic Star Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Majestic_Star_Dragon.lua,cards.cdb
c7841921.lua,7841921,Charging Gaia the Fierce Knight,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Charging_Gaia_the_Fierce_Knight.lua,cards.cdb
c78420796.lua,78420796,Dinomorphia Frenzy,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dinomorphia_Frenzy.lua,test-update.cdb
c78422252.lua,78422252,XX-Saber Fulhelmknight,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\XX-Saber_Fulhelmknight.lua,cards.cdb
c78437364.lua,78437364,Gouki The Great Ogre,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gouki_The_Great_Ogre.lua,cards.cdb
c78447174.lua,78447174,Appliancer Socketroll,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Appliancer_Socketroll.lua,cards.cdb
c78449284.lua,78449284,The Phantom Knights of Malevolent Scythe,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Phantom_Knights_of_Malevolent_Scythe.lua,cards.cdb
c7845138.lua,7845138,Endless Decay,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Endless_Decay.lua,cards.cdb
c78474168.lua,78474168,Breakthrough Skill,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Breakthrough_Skill.lua,cards.cdb
c78486968.lua,78486968,Constellar Sheratan,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Constellar_Sheratan.lua,cards.cdb
c7850740.lua,7850740,Xyz Slidolphin,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Xyz_Slidolphin.lua,cards.cdb
c78509901.lua,78509901,Blade Garoodia the Cubic Beast,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Blade_Garoodia_the_Cubic_Beast.lua,cards.cdb
c78512663.lua,78512663,Elemental HERO Magma Neos,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Elemental_HERO_Magma_Neos.lua,cards.cdb
c7852509.lua,7852509,Loop of Destruction,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Loop_of_Destruction.lua,cards.cdb
c78527720.lua,78527720,Prinzessin,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Prinzessin.lua,cards.cdb
c7852878.lua,7852878,Three Thousand Needles,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Three_Thousand_Needles.lua,cards.cdb
c78534861.lua,78534861,Scareclaw Kashtira,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Scareclaw_Kashtira.lua,cards.cdb
c78540593.lua,78540593,"Mariña, Princess of Sunflowers",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mariña,_Princess_of_Sunflowers.lua",cards.cdb
c78543464.lua,78543464,Kuji-Kiri Curse,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Kuji-Kiri_Curse.lua,cards.cdb
c78552773.lua,78552773,Supay,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Supay.lua,cards.cdb
c78564023.lua,78564023,Blackwing - Etesian of Two Swords,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Blackwing_-_Etesian_of_Two_Swords.lua,cards.cdb
c78574395.lua,78574395,Wonder Balloons,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wonder_Balloons.lua,cards.cdb
c78577570.lua,78577570,Garma Sword Oath,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Garma_Sword_Oath.lua,cards.cdb
c78586116.lua,78586116,Power-Up Adapter,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Power-Up_Adapter.lua,cards.cdb
c78598237.lua,78598237,Vaalmonica Intonare,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vaalmonica_Intonare.lua,cards.cdb
c78610936.lua,78610936,Xyz Encore,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Xyz_Encore.lua,cards.cdb
c78613627.lua,78613627,Des Kangaroo,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Des_Kangaroo.lua,cards.cdb
c78621186.lua,78621186,Battleguard Howling,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Battleguard_Howling.lua,cards.cdb
c78625448.lua,78625448,Number 3: Numeron Gate Trini,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Number_3_Numeron_Gate_Trini.lua,cards.cdb
c78625592.lua,78625592,Spiritual Swords of Revealing Light,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spiritual_Swords_of_Revealing_Light.lua,cards.cdb
c78636495.lua,78636495,Slate Warrior,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Slate_Warrior.lua,cards.cdb
c78637313.lua,78637313,Call of Darkness,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Call_of_Darkness.lua,cards.cdb
c7864030.lua,7864030,Superheavy Samurai Blowtorch,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Superheavy_Samurai_Blowtorch.lua,cards.cdb
c78642798.lua,78642798,Golden-Eyes Idol,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Golden-Eyes_Idol.lua,cards.cdb
c78651105.lua,78651105,Beast King Barbaros,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Beast_King_Barbaros.lua,cards.cdb
c78658564.lua,78658564,Goblin Attack Force,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Goblin_Attack_Force.lua,cards.cdb
c78661338.lua,78661338,Fantastical Dragon Phantazmay,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fantastical_Dragon_Phantazmay.lua,cards.cdb
c78663366.lua,78663366,Evilswarm Thunderbird,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Evilswarm_Thunderbird.lua,cards.cdb
c78665705.lua,78665705,Ancient Chant,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ancient_Chant.lua,cards.cdb
c78679226.lua,78679226,Future Silence,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Future_Silence.lua,cards.cdb
c7868571.lua,7868571,Metalfoes Silverd,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Metalfoes_Silverd.lua,cards.cdb
c786906.lua,786906,Fateful Hour,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fateful_Hour.lua,cards.cdb
c78693036.lua,78693036,"Juraishin, the Cursed Thunder God",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Juraishin,_the_Cursed_Thunder_God.lua",cards.cdb
c78697395.lua,78697395,The Third Sarcophagus,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Third_Sarcophagus.lua,cards.cdb
c78700060.lua,78700060,Doomcaliber Knight,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Doomcaliber_Knight.lua,cards.cdb
c78706415.lua,78706415,Fiber Jar,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fiber_Jar.lua,cards.cdb
c78710386.lua,78710386,R.B. Funk Dock,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\R.B._Funk_Dock.lua,test-update.cdb
c78734254.lua,78734254,Neo-Spacian Marine Dolphin,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Neo-Spacian_Marine_Dolphin.lua,cards.cdb
c78744660.lua,78744660,Archfiend Matriarch,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Archfiend_Matriarch.lua,cards.cdb
c78748366.lua,78748366,Void Vanishment,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Void_Vanishment.lua,cards.cdb
c78751195.lua,78751195,Doshin @Ignister,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Doshin_@Ignister.lua,cards.cdb
c78765160.lua,78765160,Shiranui Style Samsara,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Shiranui_Style_Samsara.lua,cards.cdb
c78778375.lua,78778375,Frightfur Cruel Whale,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Frightfur_Cruel_Whale.lua,cards.cdb
c78783370.lua,78783370,Barrel Behind the Door,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Barrel_Behind_the_Door.lua,cards.cdb
c78783557.lua,78783557,Veidos the Eruption Dragon of Extinction,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Veidos_the_Eruption_Dragon_of_Extinction.lua,cards.cdb
c78785392.lua,78785392,Flower Gathering,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Flower_Gathering.lua,cards.cdb
c78789356.lua,78789356,Ogdoadic Daybreak,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ogdoadic_Daybreak.lua,cards.cdb
c78792195.lua,78792195,Hand of the Six Samurai,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hand_of_the_Six_Samurai.lua,cards.cdb
c78794994.lua,78794994,Symbols of Duty,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Symbols_of_Duty.lua,cards.cdb
c78811937.lua,78811937,Creeping Darkness,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Creeping_Darkness.lua,cards.cdb
c78835747.lua,78835747,Performapal Kaleidoscorp,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Kaleidoscorp.lua,cards.cdb
c78836195.lua,78836195,Swordsoul Assessment,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Swordsoul_Assessment.lua,cards.cdb
c78845026.lua,78845026,Lightwave Tuning,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lightwave_Tuning.lua,cards.cdb
c78859567.lua,78859567,Packet Link,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Packet_Link.lua,cards.cdb
